baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison_exp_vs_contr	gene	symbol	FoldChange
SNTA1	43.3506318284391	1.13529389440181	0.314008629510184	3.61548628829957	0.000299784343160827	0.0451409805349302	shIFI6_Day1_vs_shIFI6_Day0	SNTA1	SNTA1	2.19663306267998
SOGA2	48.2982232219086	2.07856830668132	0.588107829727979	3.53433197385373	0.000408807267525718	0.0490293685361892	shIFI6_Day1_vs_shIFI6_Day0	SOGA2	SOGA2	4.22387841379783
ST5	291.185646878702	1.52101277143428	0.381646032117853	3.98540176873786	6.73660425078352e-05	0.0175565361658578	shIFI6_Day1_vs_shIFI6_Day0	ST5	ST5	2.86992447506048
STOX2	51.6662443270205	4.00663121394426	1.05918516547629	3.78274861142205	0.000155106045793866	0.03055917748146	shIFI6_Day1_vs_shIFI6_Day0	STOX2	STOX2	16.0737117909161
SULT1A3	27.9183903480893	18.7732599026559	3.50650048895222	5.35384494079041	8.61046541259421e-08	0.000319771159260218	shIFI6_Day1_vs_shIFI6_Day0	SULT1A3	SULT1A3	448037.481269289
SYNC	29.2627622540079	2.31382178893509	0.587794775164378	3.93644497484351	8.26975711089312e-05	0.0194995622035424	shIFI6_Day1_vs_shIFI6_Day0	SYNC	SYNC	4.97198446585581
TCEA3	69.069588347949	4.53377945806848	1.0628174299637	4.26581210492881	1.99176358142855e-05	0.00875385504805365	shIFI6_Day1_vs_shIFI6_Day0	TCEA3	TCEA3	23.1634695337316
TGM5	60.1241316231087	1.88033122756509	0.529510393061945	3.55107520494903	0.000383660772028982	0.0490293685361892	shIFI6_Day1_vs_shIFI6_Day0	TGM5	TGM5	3.6815957610325
TNFSF9	297.937201643795	1.07614478626647	0.202556084230761	5.31282380558104	1.07939392329287e-07	0.000320687934610311	shIFI6_Day1_vs_shIFI6_Day0	TNFSF9	TNFSF9	2.10839443061809
TREML1	278.278633107455	2.23009368085957	0.54584688162508	4.08556640320121	4.39694229468613e-05	0.0138971442101197	shIFI6_Day1_vs_shIFI6_Day0	TREML1	TREML1	4.69164443720256
UNC5B-AS1	36.4133314696186	2.94121726415419	0.596980959886559	4.92681921499322	8.35790184893024e-07	0.00155195789957323	shIFI6_Day1_vs_shIFI6_Day0	UNC5B-AS1	UNC5B-AS1	7.68059066772899
ZNF812	70.0447334569738	2.96534976313639	0.705536965865093	4.20296867011133	2.63437062091799e-05	0.0105118004604285	shIFI6_Day1_vs_shIFI6_Day0	ZNF812	ZNF812	7.81014732798387
